V1_Dir,V1_Action,V1_Lane_Nu,V1_Driver1,V1_Vehicle,V2_Driver1,V2_Dir,V2_Action,V2_Lane_Nu,V2_Driver_,Total_Vehi,Fatalities,Injury_Typ,Injured,Property_D,Crash_Type,Pedalcycli,Pedestrian,Motorcycli,V1_Type
N,GOING STRAIGHT,0,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,STOPPED,0,54,2,,,0,PDO,REAR-END,,,,VAN
N,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,GOING STRAIGHT,0,50,2,,C,2,,ANGLE,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,E,STOPPED,0,25,2,,C,3,,REAR-END,,,,"SEDAN, 4 DOOR"
E,TURNING RIGHT,0,,MADE AN IMPROPER TURN: HIT AND RUN,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,4,APPARENTLY NORMAL,,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,C,1,,NON-COLLISION,,,,CARRY-ALL
N,GOING STRAIGHT,2,APPARENTLY NORMAL,UNKNOWN,,,,0,0,1,,B,1,,ANGLE,,,,"SEDAN, 4 DOOR"
S,TURNING RIGHT,0,APPARENTLY NORMAL,RAN OFF ROAD,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,COUPE
N,GOING STRAIGHT,0,,FAILED TO YIELD RIGHT OF WAY: HIT AND RUN,APPARENTLY NORMAL,E,GOING STRAIGHT,0,46,2,,C,1,,ANGLE,,,,PICKUP
E,GOING STRAIGHT,2,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,E,STOPPED,2,42,2,,,0,PDO,REAR-END,,,,SEDAN
W,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,30,2,,C,2,,ANGLE,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,3,HAD BEEN DRINKING,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
E,TURNING LEFT,0,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,E,MAKING U-TURN,0,30,2,,,0,PDO,REAR-END,,,,CARRY-ALL
E,GOING STRAIGHT,2,APPARENTLY NORMAL,EXCEEDED AUTHORIZED SPEED LIMIT: DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,TURNING RIGHT,2,27,2,,B,4,,ANGLE,,,,"SEDAN, 4 DOOR"
N,NOT REPORTED,1,,UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,1,51,2,,,0,PDO,ANGLE,,,,"SEDAN, 2 DOOR"
W,GOING STRAIGHT,1,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,W,GOING STRAIGHT,1,37,2,,,0,PDO,REAR-END,,,,VAN
S,NOT REPORTED,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,0,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
E,TURNING RIGHT,0,OBSTRUCTED VIEW,FAILED TO YIELD RIGHT OF WAY: VISIBILITY OBSTRUCTED,APPARENTLY NORMAL,S,GOING STRAIGHT,0,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,S,GOING STRAIGHT,0,56,2,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
S,TURNING RIGHT,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,0,53,2,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,0,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,E,STOPPED,0,0,2,,,0,PDO,REAR-END,,,,CARRY-ALL
E,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,GOING STRAIGHT,0,46,2,,C,1,,ANGLE,,,,PICKUP
S,STOPPED,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,STOPPED,0,38,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
S,NOT REPORTED,3,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,3,46,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,CARRY-ALL
N,GOING STRAIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,STOPPED,0,24,2,,,0,PDO,REAR-END,,,,CARRY-ALL
S,CHANGING LANES,0,,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,5,20,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,3,,FOLLOWED TOO CLOSELY: HIT AND RUN,APPARENTLY NORMAL,W,STOPPED,3,22,2,,C,2,,REAR-END,,,,
S,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,,,,0,0,2,,C,2,,ANGLE,,,,CARRY-ALL
W,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,E,TURNING LEFT,0,23,2,,C,1,,ANGLE,,,,"HATCHBACK, 2 DOOR"
E,BACKING UP,1,APPARENTLY NORMAL,HIT AND RUN: UNSAFE BACKING,APPARENTLY NORMAL,E,STOPPED,1,63,2,,,0,PDO,BACKING,,,,"SEDAN, 4 DOOR"
S,CHANGING LANES,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,0,0,2,,,0,PDO,"SIDESWIPE, MEETING",,,,PICKUP
S,GOING STRAIGHT,0,APPARENTLY NORMAL,,,,,0,0,1,,C,1,,NON-COLLISION,,,,VAN
S,CHANGING LANES,3,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,3,36,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,CARRY-ALL
,UNKNOWN,3,,,APPARENTLY NORMAL,N,GOING STRAIGHT,3,34,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,SEMI
S,NOT REPORTED,2,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,2,36,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,PICKUP
N,CHANGING LANES,2,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,N,CHANGING LANES,2,42,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,CARRY-ALL
S,GOING STRAIGHT,2,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,S,STOPPED,2,25,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,2,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,S,STOPPED,2,16,3,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,3,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,W,GOING STRAIGHT,3,62,2,,C,2,,REAR-END,,,,CARRY-ALL
S,GOING STRAIGHT,3,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,STOPPED,3,37,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,31,2,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,1,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,1,34,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,2,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,S,STOPPED,2,21,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,PICKUP
W,GOING STRAIGHT,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,N,GOING STRAIGHT,0,39,2,,C,1,,ANGLE,,,,UTILITY
,TRAVELING WRONG WAY,0,,,APPARENTLY NORMAL,S,TURNING LEFT,0,33,2,,,0,PDO,ANGLE,,,,SEDAN
,UNKNOWN,0,,UNKNOWN,,,,0,0,1,,B,1,,ANGLE,,,,CARRY-ALL
N,GOING STRAIGHT,0,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,GOING STRAIGHT,0,0,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,STOPPED,0,0,2,,,0,PDO,REAR-END,,,,CARRY-ALL
W,GOING STRAIGHT,2,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,W,STOPPED,2,51,2,,B,1,,REAR-END,,,,PICKUP
N,TURNING RIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,TURNING RIGHT,0,42,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,2,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,GOING STRAIGHT,2,22,3,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
W,OTHER,0,APPARENTLY NORMAL,OBJECT AVOIDANCE,,,,0,0,1,,A,2,,ANGLE,,YES,,"SEDAN, 2 DOOR"
N,GOING STRAIGHT,2,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,GOING STRAIGHT,2,46,2,,B,2,,REAR-END,,,,CARRY-ALL
N,GOING STRAIGHT,3,APPARENTLY NORMAL,UNKNOWN,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,CARRY-ALL
S,NOT REPORTED,0,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: HIT AND RUN: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,0,80,2,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,S,GOING STRAIGHT,0,0,2,,,0,PDO,ANGLE,,,,CARRY-ALL
W,GOING STRAIGHT,0,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,W,GOING STRAIGHT,0,44,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,W,STOPPED,0,0,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
S,NOT REPORTED,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,,,PARKED,0,0,2,,B,1,,REAR-END,,,,"SEDAN, 4 DOOR"
S,MAKING U-TURN,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,S,GOING STRAIGHT,0,56,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,STOPPED,5,18,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,2,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,STOPPED,2,22,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,2,APPARENTLY NORMAL,,,N,GOING STRAIGHT,2,0,2,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,3,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,STOPPED,3,30,3,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,2,OTHER IMPROPER DRIVING,UNSAFE LANE CHANGE: OTHER IMPROPER DRIVING: UNKNOWN,APPARENTLY NORMAL,N,GOING STRAIGHT,2,60,2,,B,4,,REAR-END,,,,"SEDAN, 4 DOOR"
,GOING STRAIGHT,0,,,APPARENTLY NORMAL,N,GOING STRAIGHT,0,99,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
E,CHANGING LANES,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,E,GOING STRAIGHT,0,0,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,CARRY-ALL
,GOING STRAIGHT,1,,,,,PARKED,1,0,2,,,0,PDO,ANGLE,,,,CARRY-ALL
E,GOING STRAIGHT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,E,STOPPED,0,35,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
N,TURNING LEFT,0,OBSTRUCTED VIEW,FAILED TO YIELD RIGHT OF WAY: VISIBILITY OBSTRUCTED,APPARENTLY NORMAL,S,GOING STRAIGHT,0,24,2,,C,1,,ANGLE,,,,"HATCHBACK, 4 DOOR"
N,GOING STRAIGHT,2,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,STOPPED,2,45,2,,C,1,,REAR-END,,,,CARRY-ALL
W,GOING STRAIGHT,3,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,W,STOPPED,3,18,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
S,NOT REPORTED,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,5,44,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,3,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,S,GOING STRAIGHT,3,39,2,,C,2,,REAR-END,,,,"HARDTOP, 4 DOOR"
S,NOT REPORTED,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,0,63,2,,C,1,,ANGLE,,,,PICKUP
W,GOING STRAIGHT,0,APPARENTLY NORMAL,,,W,STOPPED,0,0,2,,,0,PDO,REAR-END,,,,COUPE
W,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,N,GOING STRAIGHT,0,25,2,,B,1,,ANGLE,,,,CARRY-ALL
N,UNKNOWN,1,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,N,GOING STRAIGHT,1,24,2,,C,1,,"SIDESWIPE, MEETING",,,,"HARDTOP, 4 DOOR"
N,MAKING U-TURN,0,APPARENTLY NORMAL,MADE AN IMPROPER TURN,APPARENTLY NORMAL,S,GOING STRAIGHT,0,44,2,,C,1,,ANGLE,,,,PICKUP
N,GOING STRAIGHT,4,APPARENTLY NORMAL,,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,CARRY-ALL
S,CHANGING LANES,3,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,CHANGING LANES,3,31,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,UTILITY
N,GOING STRAIGHT,2,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,GOING STRAIGHT,2,26,2,,,0,PDO,NON-COLLISION,,,,CARRY-ALL
S,GOING STRAIGHT,4,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: HIT AND RUN: UNSAFE LANE CHANGE,,,PARKED,4,0,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,VAN
N,GOING STRAIGHT,3,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,3,47,2,,,0,PDO,ANGLE,,,,VAN
N,TURNING RIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,STOPPED,0,60,2,,C,2,,REAR-END,,,,CARRY-ALL
N,TURNING RIGHT,0,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,S,STOPPED,0,36,2,,,0,PDO,REAR-END,,,,CARRY-ALL
N,GOING STRAIGHT,3,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,N,GOING STRAIGHT,3,25,2,,C,2,,REAR-END,,,,"HARDTOP, 4 DOOR"
S,GOING STRAIGHT,2,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,STOPPED,2,33,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,TURNING RIGHT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,N,GOING STRAIGHT,0,0,2,,,0,PDO,ANGLE,,,,"HATCHBACK, 4 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,W,GOING STRAIGHT,0,48,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,1,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,STOPPED,1,29,2,,,0,PDO,REAR-END,,,,PICKUP
S,GOING STRAIGHT,1,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,1,33,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,1,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: OVER-CORRECTING/OVER-STEERING: UNSAFE LANE CHANGE,,,PARKED,1,0,3,,,0,PDO,ANGLE,,,,"SEDAN, 2 DOOR"
S,GOING STRAIGHT,1,APPARENTLY NORMAL,OBJECT AVOIDANCE,APPARENTLY NORMAL,S,STOPPED,1,19,3,,B,2,,REAR-END,,,,STATION WAGON
S,NOT REPORTED,1,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,1,31,2,,,0,PDO,ANGLE,,,,BUS
S,GOING STRAIGHT,1,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,S,GOING STRAIGHT,1,30,2,,,0,PDO,ANGLE,,,,PICKUP
N,GOING STRAIGHT,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,N,GOING STRAIGHT,0,40,2,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,3,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"HARDTOP, 4 DOOR"
W,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,42,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
N,TURNING LEFT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,S,GOING STRAIGHT,0,50,2,,C,1,,ANGLE,,,,UTILITY
W,TURNING RIGHT,1,APPARENTLY NORMAL,OVER-CORRECTING/OVER-STEERING: DROVE LEFT OF CENTER,APPARENTLY NORMAL,E,GOING STRAIGHT,1,46,2,,B,2,,ANGLE,,,,CARRY-ALL
N,GOING STRAIGHT,4,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,N,STOPPED,4,33,2,,C,1,,REAR-END,,,,FLATBED OR PLATFORM
E,TURNING LEFT,0,,HIT AND RUN,APPARENTLY NORMAL,W,GOING STRAIGHT,0,36,2,,,0,PDO,ANGLE,,,,
S,GOING STRAIGHT,0,,HIT AND RUN,,,PARKED,0,0,3,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
,GOING STRAIGHT,0,,,APPARENTLY NORMAL,N,GOING STRAIGHT,0,55,2,,,0,PDO,ANGLE,,,,PICKUP
S,GOING STRAIGHT,0,OTHER IMPROPER DRIVING,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,E,GOING STRAIGHT,0,59,2,,C,3,,ANGLE,,,,"SEDAN, 4 DOOR"
W,TURNING LEFT,0,OTHER IMPROPER DRIVING,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,30,2,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,0,INATTENTION/DISTRACTED,,APPARENTLY NORMAL,E,STOPPED,0,35,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,3,INATTENTION/DISTRACTED,,APPARENTLY NORMAL,E,STOPPED,3,67,3,,C,2,,REAR-END,,,,CARRY-ALL
E,GOING STRAIGHT,1,,FOLLOWED TOO CLOSELY: HIT AND RUN,APPARENTLY NORMAL,E,GOING STRAIGHT,1,47,2,,C,1,,REAR-END,,,,
E,GOING STRAIGHT,1,APPARENTLY NORMAL,,APPARENTLY NORMAL,E,STOPPED,1,33,2,,B,1,,REAR-END,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,0,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,E,STOPPED,0,33,2,,B,1,,REAR-END,,,,CARRY-ALL
E,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,W,TURNING LEFT,0,36,2,,C,1,,ANGLE,,,,PICKUP
N,CHANGING LANES,3,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,GOING STRAIGHT,3,24,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,MOTORIZED HOME
W,GOING STRAIGHT,3,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,3,51,2,,C,2,,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,2,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,STOPPED,2,46,2,,C,1,,REAR-END,,,,COUPE
S,CHANGING LANES,2,APPARENTLY NORMAL,HIT AND RUN: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,2,50,2,,C,1,,ANGLE,,,,PICKUP
S,GOING STRAIGHT,4,,,APPARENTLY NORMAL,S,GOING STRAIGHT,4,36,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,PICKUP
N,GOING STRAIGHT,3,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,GOING STRAIGHT,3,22,2,,C,1,,REAR-END,,,,"HARDTOP, 4 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,MECHANICAL DEFECTS: ROAD DEFECT,,,,0,0,1,,C,1,,NON-COLLISION,,,,CARRY-ALL
S,NOT REPORTED,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",,,,0,0,1,,B,1,,NON-COLLISION,,,,CARRY-ALL
N,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,74,2,,C,1,,ANGLE,,,,"SEDAN, 2 DOOR"
S,LEAVING PARK POSITION,1,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,1,65,2,,B,1,,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,INATTENTION/DISTRACTED,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,S,GOING STRAIGHT,0,18,3,,C,1,,REAR-END,,,,"SEDAN, 2 DOOR"
S,TURNING LEFT,0,,"FAILED TO YIELD RIGHT OF WAY: DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,W,TURNING RIGHT,0,0,2,,,0,PDO,ANGLE,,,,"HARDTOP, 2 DOOR"
S,NOT REPORTED,1,HAD BEEN DRINKING,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: DROVE LEFT OF CENTER: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
E,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,W,GOING STRAIGHT,0,31,2,,B,3,,ANGLE,,,,"SEDAN, 4 DOOR"
N,NOT REPORTED,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,0,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,1,APPARENTLY NORMAL,,OTHER IMPROPER DRIVING,S,STOPPED,1,39,2,,,0,PDO,REAR-END,,,,UTILITY
S,TURNING LEFT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,TURNING LEFT,0,39,2,,,0,PDO,NON-COLLISION,,,,VAN
W,TURNING LEFT,0,,RAN OFF ROAD: HIT AND RUN,,,PARKED,0,0,2,,,0,PDO,ANGLE,,,,PICKUP
S,NOT REPORTED,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY: MADE AN IMPROPER TURN,APPARENTLY NORMAL,S,GOING STRAIGHT,0,0,2,,,0,PDO,"SIDESWIPE, MEETING",,,,CARRY-ALL
N,GOING STRAIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,GOING STRAIGHT,0,71,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
N,TURNING LEFT,2,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,,S,GOING STRAIGHT,2,32,2,,C,1,,ANGLE,,,,COUPE
S,TURNING RIGHT,0,INATTENTION/DISTRACTED,,APPARENTLY NORMAL,S,TURNING RIGHT,0,61,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
